split,book,system_folder,pipeline,model,pipeline_model,system_name,metric,score,higher_is_better,num_scored_segments,num_filtered_segments,num_available_segments,path
dev,fog,fog_pipeline3,pipeline3,,pipeline3,pipeline3,metricx,6.174438735048975,False,199,0,199,results_all_metrics/dev/fog/fog/fog_pipeline3/segment_scores.jsonl
dev,fog,fog_pipeline3,pipeline3,,pipeline3,pipeline3,metricx-qe,5.702988431155681,False,200,0,200,results_all_metrics/dev/fog/fog/fog_pipeline3/segment_scores.jsonl
dev,ice,ice_ht,ht,,ht,ht,cometkiwi,0.6960816993464053,True,153,0,153,results_all_metrics/dev/ice/ice/ice_ht/segment_scores.jsonl
dev,ice,ice_ht,ht,,ht,ht,metricx-qe,6.9875466075598025,False,153,0,153,results_all_metrics/dev/ice/ice/ice_ht/segment_scores.jsonl
dev,ice,ice_pipeline1_gemini,pipeline1,gemini,pipeline1_gemini,pipeline1_gemini,comet22,0.8038758620689656,True,145,1,146,results_all_metrics/dev/ice/ice/ice_pipeline1_gemini/segment_scores.jsonl
dev,ice,ice_pipeline1_gemini,pipeline1,gemini,pipeline1_gemini,pipeline1_gemini,cometkiwi,0.7272736842105263,True,152,1,153,results_all_metrics/dev/ice/ice/ice_pipeline1_gemini/segment_scores.jsonl
dev,ice,ice_pipeline1_gemini,pipeline1,gemini,pipeline1_gemini,pipeline1_gemini,metricx,6.397413695917318,False,152,1,153,results_all_metrics/dev/ice/ice/ice_pipeline1_gemini/segment_scores.jsonl
dev,ice,ice_pipeline1_gemini,pipeline1,gemini,pipeline1_gemini,pipeline1_gemini,metricx-qe,6.474439146487336,False,152,1,153,results_all_metrics/dev/ice/ice/ice_pipeline1_gemini/segment_scores.jsonl
dev,ice,ice_pipeline1_gpt54_high,pipeline1,gpt54_high,pipeline1_gpt54_high,pipeline1_gpt54_high,comet22,0.8078020833333333,True,144,3,147,results_all_metrics/dev/ice/ice/ice_pipeline1_gpt54_high/segment_scores.jsonl
dev,ice,ice_pipeline1_gpt54_high,pipeline1,gpt54_high,pipeline1_gpt54_high,pipeline1_gpt54_high,cometkiwi,0.7234633333333332,True,150,3,153,results_all_metrics/dev/ice/ice/ice_pipeline1_gpt54_high/segment_scores.jsonl
dev,ice,ice_pipeline1_gpt54_high,pipeline1,gpt54_high,pipeline1_gpt54_high,pipeline1_gpt54_high,metricx,6.27363460212946,False,150,3,153,results_all_metrics/dev/ice/ice/ice_pipeline1_gpt54_high/segment_scores.jsonl
dev,ice,ice_pipeline1_gpt54_high,pipeline1,gpt54_high,pipeline1_gpt54_high,pipeline1_gpt54_high,metricx-qe,6.498253319263458,False,150,3,153,results_all_metrics/dev/ice/ice/ice_pipeline1_gpt54_high/segment_scores.jsonl
dev,ice,ice_pipeline2_gemini,pipeline2,gemini,pipeline2_gemini,pipeline2_gemini,comet22,0.80082,True,145,1,146,results_all_metrics/dev/ice/ice/ice_pipeline2_gemini/segment_scores.jsonl
dev,ice,ice_pipeline2_gemini,pipeline2,gemini,pipeline2_gemini,pipeline2_gemini,cometkiwi,0.7282907894736842,True,152,1,153,results_all_metrics/dev/ice/ice/ice_pipeline2_gemini/segment_scores.jsonl
dev,ice,ice_pipeline2_gemini,pipeline2,gemini,pipeline2_gemini,pipeline2_gemini,metricx,6.381620904136645,False,152,1,153,results_all_metrics/dev/ice/ice/ice_pipeline2_gemini/segment_scores.jsonl
dev,ice,ice_pipeline2_gemini,pipeline2,gemini,pipeline2_gemini,pipeline2_gemini,metricx-qe,6.437715680975663,False,152,1,153,results_all_metrics/dev/ice/ice/ice_pipeline2_gemini/segment_scores.jsonl
dev,ice,ice_pipeline2_gpt54_high,pipeline2,gpt54_high,pipeline2_gpt54_high,pipeline2_gpt54_high,comet22,0.8056006896551724,True,145,2,147,results_all_metrics/dev/ice/ice/ice_pipeline2_gpt54_high/segment_scores.jsonl
dev,ice,ice_pipeline2_gpt54_high,pipeline2,gpt54_high,pipeline2_gpt54_high,pipeline2_gpt54_high,cometkiwi,0.723817880794702,True,151,2,153,results_all_metrics/dev/ice/ice/ice_pipeline2_gpt54_high/segment_scores.jsonl
dev,ice,ice_pipeline2_gpt54_high,pipeline2,gpt54_high,pipeline2_gpt54_high,pipeline2_gpt54_high,metricx,6.240644081440193,False,151,2,153,results_all_metrics/dev/ice/ice/ice_pipeline2_gpt54_high/segment_scores.jsonl
dev,ice,ice_pipeline2_gpt54_high,pipeline2,gpt54_high,pipeline2_gpt54_high,pipeline2_gpt54_high,metricx-qe,6.433641821343378,False,151,2,153,results_all_metrics/dev/ice/ice/ice_pipeline2_gpt54_high/segment_scores.jsonl
dev,ice,ice_pipeline3,pipeline3,,pipeline3,pipeline3,comet22,0.7878345070422536,True,142,5,147,results_all_metrics/dev/ice/ice/ice_pipeline3/segment_scores.jsonl
dev,ice,ice_pipeline3,pipeline3,,pipeline3,pipeline3,cometkiwi,0.7257209459459459,True,148,5,153,results_all_metrics/dev/ice/ice/ice_pipeline3/segment_scores.jsonl
dev,ice,ice_pipeline3,pipeline3,,pipeline3,pipeline3,metricx,6.585876493236503,False,148,5,153,results_all_metrics/dev/ice/ice/ice_pipeline3/segment_scores.jsonl
dev,ice,ice_pipeline3,pipeline3,,pipeline3,pipeline3,metricx-qe,6.376188796919745,False,148,5,153,results_all_metrics/dev/ice/ice/ice_pipeline3/segment_scores.jsonl
dev,ilaria_or_the_conquest_of_disobedience,ilaria_or_the_conquest_of_disobedience_ht,ht,,ht,ht,cometkiwi,0.7816308823529412,True,68,0,68,results_all_metrics/dev/ilaria_or_the_conquest_of_disobedience/ilaria_or_the_conquest_of_disobedience/ilaria_or_the_conquest_of_disobedience_ht/segment_scores.jsonl
dev,ilaria_or_the_conquest_of_disobedience,ilaria_or_the_conquest_of_disobedience_ht,ht,,ht,ht,metricx-qe,4.9587741371463325,False,68,0,68,results_all_metrics/dev/ilaria_or_the_conquest_of_disobedience/ilaria_or_the_conquest_of_disobedience/ilaria_or_the_conquest_of_disobedience_ht/segment_scores.jsonl
dev,ilaria_or_the_conquest_of_disobedience,ilaria_or_the_conquest_of_disobedience_pipeline1_gemini,pipeline1,gemini,pipeline1_gemini,pipeline1_gemini,comet22,0.8594088235294117,True,68,0,68,results_all_metrics/dev/ilaria_or_the_conquest_of_disobedience/ilaria_or_the_conquest_of_disobedience/ilaria_or_the_conquest_of_disobedience_pipeline1_gemini/segment_scores.jsonl
dev,ilaria_or_the_conquest_of_disobedience,ilaria_or_the_conquest_of_disobedience_pipeline1_gemini,pipeline1,gemini,pipeline1_gemini,pipeline1_gemini,cometkiwi,0.8054,True,68,0,68,results_all_metrics/dev/ilaria_or_the_conquest_of_disobedience/ilaria_or_the_conquest_of_disobedience/ilaria_or_the_conquest_of_disobedience_pipeline1_gemini/segment_scores.jsonl
dev,ilaria_or_the_conquest_of_disobedience,ilaria_or_the_conquest_of_disobedience_pipeline1_gemini,pipeline1,gemini,pipeline1_gemini,pipeline1_gemini,metricx,4.160177851424498,False,68,0,68,results_all_metrics/dev/ilaria_or_the_conquest_of_disobedience/ilaria_or_the_conquest_of_disobedience/ilaria_or_the_conquest_of_disobedience_pipeline1_gemini/segment_scores.jsonl
dev,ilaria_or_the_conquest_of_disobedience,ilaria_or_the_conquest_of_disobedience_pipeline1_gemini,pipeline1,gemini,pipeline1_gemini,pipeline1_gemini,metricx-qe,4.122732306227965,False,68,0,68,results_all_metrics/dev/ilaria_or_the_conquest_of_disobedience/ilaria_or_the_conquest_of_disobedience/ilaria_or_the_conquest_of_disobedience_pipeline1_gemini/segment_scores.jsonl
dev,ilaria_or_the_conquest_of_disobedience,ilaria_or_the_conquest_of_disobedience_pipeline1_gpt54_high,pipeline1,gpt54_high,pipeline1_gpt54_high,pipeline1_gpt54_high,comet22,0.8583544117647058,True,68,0,68,results_all_metrics/dev/ilaria_or_the_conquest_of_disobedience/ilaria_or_the_conquest_of_disobedience/ilaria_or_the_conquest_of_disobedience_pipeline1_gpt54_high/segment_scores.jsonl
dev,ilaria_or_the_conquest_of_disobedience,ilaria_or_the_conquest_of_disobedience_pipeline1_gpt54_high,pipeline1,gpt54_high,pipeline1_gpt54_high,pipeline1_gpt54_high,cometkiwi,0.8076941176470589,True,68,0,68,results_all_metrics/dev/ilaria_or_the_conquest_of_disobedience/ilaria_or_the_conquest_of_disobedience/ilaria_or_the_conquest_of_disobedience_pipeline1_gpt54_high/segment_scores.jsonl
dev,ilaria_or_the_conquest_of_disobedience,ilaria_or_the_conquest_of_disobedience_pipeline1_gpt54_high,pipeline1,gpt54_high,pipeline1_gpt54_high,pipeline1_gpt54_high,metricx,4.108388157451854,False,68,0,68,results_all_metrics/dev/ilaria_or_the_conquest_of_disobedience/ilaria_or_the_conquest_of_disobedience/ilaria_or_the_conquest_of_disobedience_pipeline1_gpt54_high/segment_scores.jsonl
dev,ilaria_or_the_conquest_of_disobedience,ilaria_or_the_conquest_of_disobedience_pipeline1_gpt54_high,pipeline1,gpt54_high,pipeline1_gpt54_high,pipeline1_gpt54_high,metricx-qe,4.166919992250555,False,68,0,68,results_all_metrics/dev/ilaria_or_the_conquest_of_disobedience/ilaria_or_the_conquest_of_disobedience/ilaria_or_the_conquest_of_disobedience_pipeline1_gpt54_high/segment_scores.jsonl
dev,ilaria_or_the_conquest_of_disobedience,ilaria_or_the_conquest_of_disobedience_pipeline2_gemini,pipeline2,gemini,pipeline2_gemini,pipeline2_gemini,comet22,0.8560470588235294,True,68,0,68,results_all_metrics/dev/ilaria_or_the_conquest_of_disobedience/ilaria_or_the_conquest_of_disobedience/ilaria_or_the_conquest_of_disobedience_pipeline2_gemini/segment_scores.jsonl
dev,ilaria_or_the_conquest_of_disobedience,ilaria_or_the_conquest_of_disobedience_pipeline2_gemini,pipeline2,gemini,pipeline2_gemini,pipeline2_gemini,cometkiwi,0.8057985294117647,True,68,0,68,results_all_metrics/dev/ilaria_or_the_conquest_of_disobedience/ilaria_or_the_conquest_of_disobedience/ilaria_or_the_conquest_of_disobedience_pipeline2_gemini/segment_scores.jsonl
dev,ilaria_or_the_conquest_of_disobedience,ilaria_or_the_conquest_of_disobedience_pipeline2_gemini,pipeline2,gemini,pipeline2_gemini,pipeline2_gemini,metricx,4.153835414087071,False,68,0,68,results_all_metrics/dev/ilaria_or_the_conquest_of_disobedience/ilaria_or_the_conquest_of_disobedience/ilaria_or_the_conquest_of_disobedience_pipeline2_gemini/segment_scores.jsonl
dev,ilaria_or_the_conquest_of_disobedience,ilaria_or_the_conquest_of_disobedience_pipeline2_gemini,pipeline2,gemini,pipeline2_gemini,pipeline2_gemini,metricx-qe,4.106167376041412,False,68,0,68,results_all_metrics/dev/ilaria_or_the_conquest_of_disobedience/ilaria_or_the_conquest_of_disobedience/ilaria_or_the_conquest_of_disobedience_pipeline2_gemini/segment_scores.jsonl
dev,ilaria_or_the_conquest_of_disobedience,ilaria_or_the_conquest_of_disobedience_pipeline2_gpt54_high,pipeline2,gpt54_high,pipeline2_gpt54_high,pipeline2_gpt54_high,comet22,0.848,True,68,0,68,results_all_metrics/dev/ilaria_or_the_conquest_of_disobedience/ilaria_or_the_conquest_of_disobedience/ilaria_or_the_conquest_of_disobedience_pipeline2_gpt54_high/segment_scores.jsonl
dev,ilaria_or_the_conquest_of_disobedience,ilaria_or_the_conquest_of_disobedience_pipeline2_gpt54_high,pipeline2,gpt54_high,pipeline2_gpt54_high,pipeline2_gpt54_high,cometkiwi,0.8105941176470589,True,68,0,68,results_all_metrics/dev/ilaria_or_the_conquest_of_disobedience/ilaria_or_the_conquest_of_disobedience/ilaria_or_the_conquest_of_disobedience_pipeline2_gpt54_high/segment_scores.jsonl
dev,ilaria_or_the_conquest_of_disobedience,ilaria_or_the_conquest_of_disobedience_pipeline2_gpt54_high,pipeline2,gpt54_high,pipeline2_gpt54_high,pipeline2_gpt54_high,metricx,4.289585620164871,False,68,0,68,results_all_metrics/dev/ilaria_or_the_conquest_of_disobedience/ilaria_or_the_conquest_of_disobedience/ilaria_or_the_conquest_of_disobedience_pipeline2_gpt54_high/segment_scores.jsonl
dev,ilaria_or_the_conquest_of_disobedience,ilaria_or_the_conquest_of_disobedience_pipeline2_gpt54_high,pipeline2,gpt54_high,pipeline2_gpt54_high,pipeline2_gpt54_high,metricx-qe,4.242025775067947,False,68,0,68,results_all_metrics/dev/ilaria_or_the_conquest_of_disobedience/ilaria_or_the_conquest_of_disobedience/ilaria_or_the_conquest_of_disobedience_pipeline2_gpt54_high/segment_scores.jsonl
dev,ilaria_or_the_conquest_of_disobedience,ilaria_or_the_conquest_of_disobedience_pipeline3,pipeline3,,pipeline3,pipeline3,comet22,0.8534161764705882,True,68,0,68,results_all_metrics/dev/ilaria_or_the_conquest_of_disobedience/ilaria_or_the_conquest_of_disobedience/ilaria_or_the_conquest_of_disobedience_pipeline3/segment_scores.jsonl
dev,ilaria_or_the_conquest_of_disobedience,ilaria_or_the_conquest_of_disobedience_pipeline3,pipeline3,,pipeline3,pipeline3,cometkiwi,0.806675,True,68,0,68,results_all_metrics/dev/ilaria_or_the_conquest_of_disobedience/ilaria_or_the_conquest_of_disobedience/ilaria_or_the_conquest_of_disobedience_pipeline3/segment_scores.jsonl
dev,ilaria_or_the_conquest_of_disobedience,ilaria_or_the_conquest_of_disobedience_pipeline3,pipeline3,,pipeline3,pipeline3,metricx,4.270862823023515,False,68,0,68,results_all_metrics/dev/ilaria_or_the_conquest_of_disobedience/ilaria_or_the_conquest_of_disobedience/ilaria_or_the_conquest_of_disobedience_pipeline3/segment_scores.jsonl
dev,ilaria_or_the_conquest_of_disobedience,ilaria_or_the_conquest_of_disobedience_pipeline3,pipeline3,,pipeline3,pipeline3,metricx-qe,4.311541143585654,False,68,0,68,results_all_metrics/dev/ilaria_or_the_conquest_of_disobedience/ilaria_or_the_conquest_of_disobedience/ilaria_or_the_conquest_of_disobedience_pipeline3/segment_scores.jsonl
dev,jackson_alone,jackson_alone_ht,ht,,ht,ht,cometkiwi,0.6983895522388059,True,67,0,67,results_all_metrics/dev/jackson_alone/jackson_alone/jackson_alone_ht/segment_scores.jsonl
dev,jackson_alone,jackson_alone_ht,ht,,ht,ht,metricx-qe,5.932785247688863,False,67,0,67,results_all_metrics/dev/jackson_alone/jackson_alone/jackson_alone_ht/segment_scores.jsonl
dev,jackson_alone,jackson_alone_pipeline1_gemini,pipeline1,gemini,pipeline1_gemini,pipeline1_gemini,comet22,0.790336923076923,True,65,2,67,results_all_metrics/dev/jackson_alone/jackson_alone/jackson_alone_pipeline1_gemini/segment_scores.jsonl
dev,jackson_alone,jackson_alone_pipeline1_gemini,pipeline1,gemini,pipeline1_gemini,pipeline1_gemini,cometkiwi,0.7919984615384615,True,65,2,67,results_all_metrics/dev/jackson_alone/jackson_alone/jackson_alone_pipeline1_gemini/segment_scores.jsonl
dev,jackson_alone,jackson_alone_pipeline1_gemini,pipeline1,gemini,pipeline1_gemini,pipeline1_gemini,metricx,5.31337555371798,False,65,2,67,results_all_metrics/dev/jackson_alone/jackson_alone/jackson_alone_pipeline1_gemini/segment_scores.jsonl
dev,jackson_alone,jackson_alone_pipeline1_gemini,pipeline1,gemini,pipeline1_gemini,pipeline1_gemini,metricx-qe,4.016190748031323,False,65,2,67,results_all_metrics/dev/jackson_alone/jackson_alone/jackson_alone_pipeline1_gemini/segment_scores.jsonl
dev,jackson_alone,jackson_alone_pipeline1_gpt54_high,pipeline1,gpt54_high,pipeline1_gpt54_high,pipeline1_gpt54_high,comet22,0.7790076923076923,True,65,2,67,results_all_metrics/dev/jackson_alone/jackson_alone/jackson_alone_pipeline1_gpt54_high/segment_scores.jsonl
dev,jackson_alone,jackson_alone_pipeline1_gpt54_high,pipeline1,gpt54_high,pipeline1_gpt54_high,pipeline1_gpt54_high,cometkiwi,0.7687153846153846,True,65,2,67,results_all_metrics/dev/jackson_alone/jackson_alone/jackson_alone_pipeline1_gpt54_high/segment_scores.jsonl
dev,jackson_alone,jackson_alone_pipeline1_gpt54_high,pipeline1,gpt54_high,pipeline1_gpt54_high,pipeline1_gpt54_high,metricx,5.9757782725187445,False,65,2,67,results_all_metrics/dev/jackson_alone/jackson_alone/jackson_alone_pipeline1_gpt54_high/segment_scores.jsonl
dev,jackson_alone,jackson_alone_pipeline1_gpt54_high,pipeline1,gpt54_high,pipeline1_gpt54_high,pipeline1_gpt54_high,metricx-qe,4.941746570513799,False,65,2,67,results_all_metrics/dev/jackson_alone/jackson_alone/jackson_alone_pipeline1_gpt54_high/segment_scores.jsonl
dev,jackson_alone,jackson_alone_pipeline2_gemini,pipeline2,gemini,pipeline2_gemini,pipeline2_gemini,comet22,0.788183076923077,True,65,2,67,results_all_metrics/dev/jackson_alone/jackson_alone/jackson_alone_pipeline2_gemini/segment_scores.jsonl
dev,jackson_alone,jackson_alone_pipeline2_gemini,pipeline2,gemini,pipeline2_gemini,pipeline2_gemini,cometkiwi,0.7868523076923077,True,65,2,67,results_all_metrics/dev/jackson_alone/jackson_alone/jackson_alone_pipeline2_gemini/segment_scores.jsonl
dev,jackson_alone,jackson_alone_pipeline2_gemini,pipeline2,gemini,pipeline2_gemini,pipeline2_gemini,metricx,5.369083513663365,False,65,2,67,results_all_metrics/dev/jackson_alone/jackson_alone/jackson_alone_pipeline2_gemini/segment_scores.jsonl
dev,jackson_alone,jackson_alone_pipeline2_gemini,pipeline2,gemini,pipeline2_gemini,pipeline2_gemini,metricx-qe,4.142474874166342,False,65,2,67,results_all_metrics/dev/jackson_alone/jackson_alone/jackson_alone_pipeline2_gemini/segment_scores.jsonl
dev,jackson_alone,jackson_alone_pipeline2_gpt54_high,pipeline2,gpt54_high,pipeline2_gpt54_high,pipeline2_gpt54_high,comet22,0.7843353846153847,True,65,2,67,results_all_metrics/dev/jackson_alone/jackson_alone/jackson_alone_pipeline2_gpt54_high/segment_scores.jsonl
