pkl,book_slug,source_lang,source_lang_label,chunk_id,metric,ht_score,mt_score,higher_is_better,raw_delta_ht_minus_mt,preference_delta,metric_preference,metric_preference_num,metric_label,human_ht_count,human_mt_count,human_total_count,human_majority_preference,human_majority_num,majority_agrees_with_metric
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,6,paragraph_mean_metricx-qe,6.005598545074463,6.777628103892009,False,-0.7720295588175459,0.7720295588175459,HT,1,MetricX-QE (paragraph mean),0,2,2,MT,-1,False
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,7,litransproqa,1.0,1.0,True,0.0,0.0,tie,0,LitTransProQA,0,2,2,MT,-1,False
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,7,metricx-qe,8.297311782836914,9.925893783569336,False,-1.6285820007324219,1.6285820007324219,HT,1,MetricX-QE,0,2,2,MT,-1,False
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,7,paragraph_mean_cometkiwi,0.6952,0.754,True,-0.05879999999999996,-0.05879999999999996,MT,-1,COMETKiwi (paragraph mean),0,2,2,MT,-1,True
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,7,paragraph_mean_metricx-qe,4.2776894807815555,5.183621239662171,False,-0.9059317588806151,0.9059317588806151,HT,1,MetricX-QE (paragraph mean),0,2,2,MT,-1,False
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,8,litransproqa,1.0,1.0,True,0.0,0.0,tie,0,LitTransProQA,0,2,2,MT,-1,False
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,8,metricx-qe,9.721866607666016,9.196802139282227,False,0.5250644683837891,-0.5250644683837891,MT,-1,MetricX-QE,0,2,2,MT,-1,True
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,8,paragraph_mean_cometkiwi,0.69055,0.7466999999999999,True,-0.05614999999999992,-0.05614999999999992,MT,-1,COMETKiwi (paragraph mean),0,2,2,MT,-1,True
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,8,paragraph_mean_metricx-qe,8.128531575202942,5.589887797832489,False,2.538643777370453,-2.538643777370453,MT,-1,MetricX-QE (paragraph mean),0,2,2,MT,-1,True
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,9,litransproqa,1.0,1.0,True,0.0,0.0,tie,0,LitTransProQA,1,1,2,tie,0,True
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,9,metricx-qe,10.768636703491211,7.725536823272705,False,3.043099880218506,-3.043099880218506,MT,-1,MetricX-QE,1,1,2,tie,0,False
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,9,paragraph_mean_cometkiwi,0.6310333333333333,0.7280333333333333,True,-0.09699999999999998,-0.09699999999999998,MT,-1,COMETKiwi (paragraph mean),1,1,2,tie,0,False
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,9,paragraph_mean_metricx-qe,7.0391794840494795,5.386479616165161,False,1.6526998678843183,-1.6526998678843183,MT,-1,MetricX-QE (paragraph mean),1,1,2,tie,0,False
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,10,litransproqa,0.5822784810126581,1.0,True,-0.4177215189873419,-0.4177215189873419,MT,-1,LitTransProQA,0,2,2,MT,-1,True
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,10,metricx-qe,10.38038444519043,9.203702926635742,False,1.1766815185546875,-1.1766815185546875,MT,-1,MetricX-QE,0,2,2,MT,-1,True
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,10,paragraph_mean_cometkiwi,0.67022,0.72326,True,-0.053039999999999976,-0.053039999999999976,MT,-1,COMETKiwi (paragraph mean),0,2,2,MT,-1,True
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,10,paragraph_mean_metricx-qe,8.141853427886963,7.33595724105835,False,0.8058961868286127,-0.8058961868286127,MT,-1,MetricX-QE (paragraph mean),0,2,2,MT,-1,True
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,11,litransproqa,0.8841772151898734,1.0,True,-0.11582278481012664,-0.11582278481012664,MT,-1,LitTransProQA,1,1,2,tie,0,False
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,11,metricx-qe,7.679063320159912,7.170236587524414,False,0.508826732635498,-0.508826732635498,MT,-1,MetricX-QE,1,1,2,tie,0,False
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,11,paragraph_mean_cometkiwi,0.6170800000000001,0.6686,True,-0.0515199999999999,-0.0515199999999999,MT,-1,COMETKiwi (paragraph mean),1,1,2,tie,0,False
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,11,paragraph_mean_metricx-qe,5.410800647735596,4.663066434860229,False,0.7477342128753666,-0.7477342128753666,MT,-1,MetricX-QE (paragraph mean),1,1,2,tie,0,False
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,12,litransproqa,0.5031645569620253,1.0,True,-0.49683544303797467,-0.49683544303797467,MT,-1,LitTransProQA,0,2,2,MT,-1,True
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,12,metricx-qe,10.418581008911133,11.400837898254395,False,-0.9822568893432617,0.9822568893432617,HT,1,MetricX-QE,0,2,2,MT,-1,False
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,12,paragraph_mean_cometkiwi,0.6295666666666667,0.7542666666666666,True,-0.12469999999999992,-0.12469999999999992,MT,-1,COMETKiwi (paragraph mean),0,2,2,MT,-1,True
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,12,paragraph_mean_metricx-qe,10.201241334279379,8.355252106984457,False,1.8459892272949219,-1.8459892272949219,MT,-1,MetricX-QE (paragraph mean),0,2,2,MT,-1,True
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,13,litransproqa,0.981012658227848,1.0,True,-0.018987341772152,-0.018987341772152,MT,-1,LitTransProQA,1,1,2,tie,0,False
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,13,metricx-qe,7.100996017456055,7.863495349884033,False,-0.7624993324279785,0.7624993324279785,HT,1,MetricX-QE,1,1,2,tie,0,False
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,13,paragraph_mean_cometkiwi,0.5957,0.7354,True,-0.13970000000000005,-0.13970000000000005,MT,-1,COMETKiwi (paragraph mean),1,1,2,tie,0,False
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,13,paragraph_mean_metricx-qe,7.100996017456055,7.863495349884033,False,-0.7624993324279785,0.7624993324279785,HT,1,MetricX-QE (paragraph mean),1,1,2,tie,0,False
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,14,litransproqa,1.0,1.0,True,0.0,0.0,tie,0,LitTransProQA,0,2,2,MT,-1,False
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,14,metricx-qe,9.855229377746582,8.513657569885254,False,1.3415718078613281,-1.3415718078613281,MT,-1,MetricX-QE,0,2,2,MT,-1,True
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,14,paragraph_mean_cometkiwi,0.6446333333333334,0.7387,True,-0.09406666666666663,-0.09406666666666663,MT,-1,COMETKiwi (paragraph mean),0,2,2,MT,-1,True
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,14,paragraph_mean_metricx-qe,7.447578350702922,6.654959837595622,False,0.7926185131072998,-0.7926185131072998,MT,-1,MetricX-QE (paragraph mean),0,2,2,MT,-1,True
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,15,litransproqa,0.981012658227848,0.9797468354430379,True,0.0012658227848101333,0.0012658227848101333,HT,1,LitTransProQA,0,2,2,MT,-1,False
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,15,metricx-qe,14.325661659240723,8.468832015991211,False,5.856829643249512,-5.856829643249512,MT,-1,MetricX-QE,0,2,2,MT,-1,True
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,15,paragraph_mean_cometkiwi,0.6831,0.721425,True,-0.03832499999999994,-0.03832499999999994,MT,-1,COMETKiwi (paragraph mean),0,2,2,MT,-1,True
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,15,paragraph_mean_metricx-qe,7.9776291847229,6.134330630302429,False,1.8432985544204712,-1.8432985544204712,MT,-1,MetricX-QE (paragraph mean),0,2,2,MT,-1,True
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,16,litransproqa,0.981012658227848,1.0,True,-0.018987341772152,-0.018987341772152,MT,-1,LitTransProQA,0,2,2,MT,-1,True
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,16,metricx-qe,8.36948013305664,9.61788558959961,False,-1.2484054565429688,1.2484054565429688,HT,1,MetricX-QE,0,2,2,MT,-1,False
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,16,paragraph_mean_cometkiwi,0.73152,0.72432,True,0.007199999999999984,0.007199999999999984,HT,1,COMETKiwi (paragraph mean),0,2,2,MT,-1,False
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,16,paragraph_mean_metricx-qe,5.547818613052368,6.374577617645263,False,-0.826759004592895,0.826759004592895,HT,1,MetricX-QE (paragraph mean),0,2,2,MT,-1,False
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,17,litransproqa,0.4860759493670886,1.0,True,-0.5139240506329115,-0.5139240506329115,MT,-1,LitTransProQA,0,2,2,MT,-1,True
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,17,metricx-qe,10.003896713256836,11.488714218139648,False,-1.4848175048828125,1.4848175048828125,HT,1,MetricX-QE,0,2,2,MT,-1,False
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,17,paragraph_mean_cometkiwi,0.70265,0.691525,True,0.011125000000000052,0.011125000000000052,HT,1,COMETKiwi (paragraph mean),0,2,2,MT,-1,False
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,17,paragraph_mean_metricx-qe,5.311795949935913,7.05649471282959,False,-1.7446987628936768,1.7446987628936768,HT,1,MetricX-QE (paragraph mean),0,2,2,MT,-1,False
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,18,litransproqa,1.0,1.0,True,0.0,0.0,tie,0,LitTransProQA,0,2,2,MT,-1,False
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,18,metricx-qe,7.137272357940674,6.857558250427246,False,0.27971410751342773,-0.27971410751342773,MT,-1,MetricX-QE,0,2,2,MT,-1,True
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,18,paragraph_mean_cometkiwi,0.7125250000000001,0.7093499999999999,True,0.00317500000000015,0.00317500000000015,HT,1,COMETKiwi (paragraph mean),0,2,2,MT,-1,False
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,18,paragraph_mean_metricx-qe,5.2677783370018005,6.517427325248718,False,-1.2496489882469177,1.2496489882469177,HT,1,MetricX-QE (paragraph mean),0,2,2,MT,-1,False
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,19,litransproqa,1.0,1.0,True,0.0,0.0,tie,0,LitTransProQA,0,2,2,MT,-1,False
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,19,metricx-qe,9.36121654510498,9.096454620361328,False,0.26476192474365234,-0.26476192474365234,MT,-1,MetricX-QE,0,2,2,MT,-1,True
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,19,paragraph_mean_cometkiwi,0.7129857142857143,0.7753285714285714,True,-0.06234285714285703,-0.06234285714285703,MT,-1,COMETKiwi (paragraph mean),0,2,2,MT,-1,True
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,19,paragraph_mean_metricx-qe,5.410379324640546,4.506439668791635,False,0.9039396558489114,-0.9039396558489114,MT,-1,MetricX-QE (paragraph mean),0,2,2,MT,-1,True
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,20,litransproqa,1.0,1.0,True,0.0,0.0,tie,0,LitTransProQA,0,2,2,MT,-1,False
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,20,metricx-qe,9.36055850982666,9.213743209838867,False,0.14681529998779297,-0.14681529998779297,MT,-1,MetricX-QE,0,2,2,MT,-1,True
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,20,paragraph_mean_cometkiwi,0.6442,0.7020714285714286,True,-0.057871428571428574,-0.057871428571428574,MT,-1,COMETKiwi (paragraph mean),0,2,2,MT,-1,True
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,20,paragraph_mean_metricx-qe,7.306601796831403,6.444239105497088,False,0.8623626913343152,-0.8623626913343152,MT,-1,MetricX-QE (paragraph mean),0,2,2,MT,-1,True
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,21,litransproqa,1.0,1.0,True,0.0,0.0,tie,0,LitTransProQA,0,2,2,MT,-1,False
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,21,metricx-qe,11.18127727508545,8.779186248779297,False,2.4020910263061523,-2.4020910263061523,MT,-1,MetricX-QE,0,2,2,MT,-1,True
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,21,paragraph_mean_cometkiwi,0.724,0.748475,True,-0.024475000000000025,-0.024475000000000025,MT,-1,COMETKiwi (paragraph mean),0,2,2,MT,-1,True
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,21,paragraph_mean_metricx-qe,6.076246462762356,6.066577725112438,False,0.009668737649917603,-0.009668737649917603,MT,-1,MetricX-QE (paragraph mean),0,2,2,MT,-1,True
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,22,litransproqa,0.9607594936708861,1.0,True,-0.03924050632911391,-0.03924050632911391,MT,-1,LitTransProQA,0,2,2,MT,-1,True
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,22,metricx-qe,11.13135051727295,11.235513687133789,False,-0.10416316986083984,0.10416316986083984,HT,1,MetricX-QE,0,2,2,MT,-1,False
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,22,paragraph_mean_cometkiwi,0.6804428571428571,0.7357,True,-0.055257142857142894,-0.055257142857142894,MT,-1,COMETKiwi (paragraph mean),0,2,2,MT,-1,True
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,22,paragraph_mean_metricx-qe,5.220660158566067,5.4027983375958035,False,-0.18213817902973695,0.18213817902973695,HT,1,MetricX-QE (paragraph mean),0,2,2,MT,-1,False
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,23,litransproqa,1.0,1.0,True,0.0,0.0,tie,0,LitTransProQA,0,2,2,MT,-1,False
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,23,metricx-qe,10.468843460083008,11.314438819885254,False,-0.8455953598022461,0.8455953598022461,HT,1,MetricX-QE,0,2,2,MT,-1,False
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,23,paragraph_mean_cometkiwi,0.7141,0.7253499999999999,True,-0.011249999999999982,-0.011249999999999982,MT,-1,COMETKiwi (paragraph mean),0,2,2,MT,-1,True
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,23,paragraph_mean_metricx-qe,7.916563510894775,9.777168273925781,False,-1.8606047630310059,1.8606047630310059,HT,1,MetricX-QE (paragraph mean),0,2,2,MT,-1,False
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,24,litransproqa,0.9620253164556961,1.0,True,-0.03797468354430389,-0.03797468354430389,MT,-1,LitTransProQA,0,2,2,MT,-1,True
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,24,metricx-qe,9.962187767028809,10.626047134399414,False,-0.6638593673706055,0.6638593673706055,HT,1,MetricX-QE,0,2,2,MT,-1,False
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,24,paragraph_mean_cometkiwi,0.73755,0.74865,True,-0.011099999999999999,-0.011099999999999999,MT,-1,COMETKiwi (paragraph mean),0,2,2,MT,-1,True
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,24,paragraph_mean_metricx-qe,4.949021816253662,5.359351277351379,False,-0.4103294610977173,0.4103294610977173,HT,1,MetricX-QE (paragraph mean),0,2,2,MT,-1,False
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,25,litransproqa,1.0,1.0,True,0.0,0.0,tie,0,LitTransProQA,1,1,2,tie,0,True
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,25,metricx-qe,9.600227355957031,9.011295318603516,False,0.5889320373535156,-0.5889320373535156,MT,-1,MetricX-QE,1,1,2,tie,0,False
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,25,paragraph_mean_cometkiwi,0.6917333333333333,0.7272333333333333,True,-0.035499999999999976,-0.035499999999999976,MT,-1,COMETKiwi (paragraph mean),1,1,2,tie,0,False
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,25,paragraph_mean_metricx-qe,6.902175426483154,7.052138328552246,False,-0.1499629020690918,0.1499629020690918,HT,1,MetricX-QE (paragraph mean),1,1,2,tie,0,False
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,26,litransproqa,0.820886075949367,1.0,True,-0.17911392405063298,-0.17911392405063298,MT,-1,LitTransProQA,0,2,2,MT,-1,True
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,26,metricx-qe,7.383644104003906,8.239177703857422,False,-0.8555335998535156,0.8555335998535156,HT,1,MetricX-QE,0,2,2,MT,-1,False
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,26,paragraph_mean_cometkiwi,0.7367,0.76535,True,-0.028649999999999953,-0.028649999999999953,MT,-1,COMETKiwi (paragraph mean),0,2,2,MT,-1,True
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,26,paragraph_mean_metricx-qe,4.458742916584015,5.66755223274231,False,-1.2088093161582947,1.2088093161582947,HT,1,MetricX-QE (paragraph mean),0,2,2,MT,-1,False
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,27,litransproqa,0.9398734177215189,1.0,True,-0.06012658227848111,-0.06012658227848111,MT,-1,LitTransProQA,0,2,2,MT,-1,True
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,27,metricx-qe,10.000411987304688,10.268695831298828,False,-0.2682838439941406,0.2682838439941406,HT,1,MetricX-QE,0,2,2,MT,-1,False
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,27,paragraph_mean_cometkiwi,0.72022,0.75106,True,-0.03083999999999998,-0.03083999999999998,MT,-1,COMETKiwi (paragraph mean),0,2,2,MT,-1,True
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,27,paragraph_mean_metricx-qe,5.42118616104126,5.754757642745972,False,-0.33357148170471174,0.33357148170471174,HT,1,MetricX-QE (paragraph mean),0,2,2,MT,-1,False
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,28,litransproqa,0.9430379746835443,1.0,True,-0.05696202531645567,-0.05696202531645567,MT,-1,LitTransProQA,1,1,2,tie,0,False
hooked_a_novel_of_obsession_ja_en,hooked_a_novel_of_obsession,ja,Japanese,28,metricx-qe,6.634435176849365,6.058082103729248,False,0.5763530731201172,-0.5763530731201172,MT,-1,MetricX-QE,1,1,2,tie,0,False
